iter	Logloss
385	0.4795303843
386	0.4795267679
387	0.479519581
388	0.4795194209
389	0.479516861
390	0.4795078282
391	0.4795007216
392	0.4794997973
393	0.4794968471
394	0.4794954635
395	0.4794942287
396	0.4794929738
397	0.479490758
398	0.4794894354
399	0.4794878031
400	0.4794872208
401	0.4794873882
402	0.4794787141
403	0.4794763554
404	0.4794679115
405	0.4794664644
406	0.4794625503
407	0.47946221
408	0.4794608184
409	0.4794600682
410	0.4794601865
411	0.4794600063
412	0.4794393933
413	0.4794389768
414	0.4794358001
415	0.4794358129
416	0.4794337502
417	0.4794303594
418	0.479429948
419	0.4794244468
420	0.4794188019
421	0.4794151461
422	0.4794149643
423	0.4794146253
424	0.4794112888
425	0.4794108702
426	0.4794089873
427	0.4794044624
428	0.4794039385
429	0.4794040859
430	0.479402174
431	0.4793973274
432	0.4793948471
433	0.4793925943
434	0.4793921613
435	0.4793838864
436	0.4793754309
437	0.4793750071
438	0.4793742226
439	0.4793741955
440	0.4793739825
441	0.4793738152
442	0.4793728704
443	0.4793714167
444	0.47937086
445	0.4793706834
446	0.4793703414
447	0.4793608979
448	0.4793500196
449	0.4793497666
450	0.4793497102
451	0.4793395136
452	0.4793395465
453	0.4793390224
454	0.4793382928
455	0.4793380199
456	0.4793360376
457	0.4793336851
458	0.4793341148
459	0.479333507
460	0.479327583
461	0.4793273446
462	0.4793270498
463	0.4793267114
464	0.4793263674
465	0.4793258762
466	0.4793254996
467	0.4793250029
468	0.479324992
469	0.4793245971
470	0.4793242423
471	0.4793240804
472	0.4793240804
473	0.4793238511
474	0.4793235001
475	0.4793235784
476	0.4793230199
477	0.4793223082
478	0.4793216896
479	0.4793216277
480	0.4793213184
481	0.4793208307
482	0.479320727
483	0.4793205234
484	0.4793202724
485	0.4793203069
486	0.4793199686
487	0.4793176374
488	0.4793172098
489	0.4793080551
490	0.4793073091
491	0.4793071617
492	0.4793067377
493	0.4793064267
494	0.479306605
495	0.4793064339
496	0.4793059118
497	0.4793055169
498	0.4793055514
499	0.479296084
500	0.4792956855
501	0.4792953835
502	0.4792952342
503	0.4792947829
504	0.4792947176
505	0.4792945848
506	0.4792943519
507	0.4792945939
508	0.4792944319
509	0.4792944264
510	0.4792942154
511	0.4792937295
512	0.4792937914
513	0.4792936567
514	0.4792936313
515	0.4792935913
516	0.4792934875
517	0.4792934112
518	0.4792930109
519	0.4792927143
520	0.4792832935
521	0.4792830715
522	0.4792828314
523	0.4792829423
524	0.4792825548
525	0.4792823128
526	0.4792821801
527	0.479281827
528	0.4792813922
529	0.4792722354
530	0.4792631013
531	0.4792631614
532	0.4792626519
533	0.4792626046
534	0.4792622352
535	0.4792620134
536	0.4792615458
537	0.4792617277
538	0.4792525464
539	0.4792416634
540	0.4792413431
541	0.479241021
542	0.4792406007
543	0.4792403641
544	0.4792317132
545	0.4792219857
546	0.4792221112
547	0.4792222768
548	0.4792219802
549	0.4792218328
550	0.4792218237
551	0.4792217183
552	0.4792217474
553	0.4792166189
554	0.4792164443
555	0.4792165024
556	0.4792164478
557	0.4792159893
558	0.4792108372
559	0.4792105551
560	0.4792077092
561	0.4792074255
562	0.4792073472
563	0.4792072126
564	0.4791924858
565	0.4791924076
566	0.4791920054
567	0.4791917217
568	0.4791922675
569	0.4791822213
570	0.4791819448
571	0.479181872
572	0.4791818393
573	0.4791816391
574	0.4791814244
575	0.4791811932
576	0.4791719772
577	0.4791717681
578	0.4791664591
579	0.4791665591
580	0.4791596202
581	0.4791486433
582	0.4791486433
583	0.4791485378
584	0.4791490437
585	0.4791488963
586	0.479148636
587	0.4791483813
588	0.4791406466
589	0.4791403136
590	0.4791401917
591	0.479139959
592	0.4791400298
593	0.4791398533
594	0.4791398097
595	0.4791396277
596	0.4791394512
597	0.4791360014
598	0.4791359305
599	0.4791361598
600	0.4791356794
601	0.479135572
602	0.4791300253
603	0.4791301309
604	0.4791303164
605	0.4791244515
606	0.4791245826
607	0.4791244096
608	0.479120391
609	0.4791204764
610	0.4791203893
611	0.4791201836
612	0.4791198616
613	0.4791198962
614	0.4791197396
615	0.479119534
616	0.4791120442
617	0.4791035857
618	0.4791032691
619	0.4790990758
620	0.4790989921
621	0.4790990013
622	0.4790892909
623	0.4790861767
624	0.4790768905
625	0.4790767378
626	0.4790768851
627	0.4790700735
628	0.4790700699
629	0.4790700244
630	0.4790700626
631	0.4790595365
632	0.4790593964
633	0.4790541354
634	0.4790479063
635	0.479048312
636	0.4790482521
637	0.4790372342
638	0.4790370777
639	0.4790272992
640	0.4790275303
641	0.4790279216
642	0.4790196754
643	0.4790194063
644	0.4790192752
645	0.4790193425
646	0.4790195663
647	0.479019157
648	0.4790193243
649	0.4790191587
650	0.4790190786
651	0.479018835
652	0.4790188477
653	0.4790187475
654	0.4790183509
655	0.479018229
656	0.479011703
657	0.4790120304
658	0.4790118939
659	0.4790115027
660	0.4790117813
661	0.4790062154
662	0.4790058042
663	0.4790058897
664	0.479006219
665	0.4789985916
666	0.4789897808
667	0.4789895078
668	0.4789897861
669	0.4789862024
670	0.4789859494
671	0.4789859185
672	0.4789856801
673	0.4789814119
674	0.4789814555
675	0.4789813719
676	0.4789814921
677	0.4789814683
678	0.4789812865
679	0.4789816194
680	0.4789815593
681	0.4789814847
682	0.4789814247
683	0.4789814283
684	0.4789739296
685	0.478973935
686	0.478973935
687	0.4789686106
688	0.4789628519
689	0.4789573374
690	0.4789571683
691	0.4789476571
692	0.4789462909
693	0.4789383932
694	0.4789384424
695	0.4789380603
696	0.4789381694
697	0.4789307067
698	0.4789240954
699	0.4789241482
700	0.4789175444
701	0.4789125838
702	0.4789128695
703	0.4789095004
704	0.4789096898
705	0.4789096424
706	0.478910132
707	0.4789099719
708	0.4789070206
709	0.4789032588
710	0.4789029804
711	0.4789027038
712	0.4789028529
713	0.4789027365
714	0.4789026528
715	0.4789028184
716	0.4789026329
717	0.4789026455
718	0.4788968455
719	0.4788859248
720	0.4788859339
721	0.478885761
722	0.4788751954
723	0.4788752226
724	0.4788757012
725	0.4788732633
726	0.4788730796
727	0.4788731233
728	0.478872925
729	0.4788734162
730	0.4788732924
731	0.4788730486
732	0.4788734253
733	0.4788737783
734	0.4788672734
735	0.4788622591
736	0.4788624537
737	0.4788624847
738	0.4788623301
739	0.478851703
740	0.478848774
741	0.478848572
742	0.4788485811
743	0.4788423675
744	0.478837239
745	0.478830431
746	0.4788307986
747	0.4788249994
748	0.4788203535
749	0.478820328
750	0.4788203298
751	0.4788169438
752	0.4788171894
753	0.4788146739
754	0.4788145868
755	0.4788145212
756	0.4788106629
757	0.4788106537
758	0.4788106155
759	0.4788103317
760	0.4788101279
761	0.4788101624
762	0.4788102061
763	0.4788102152
764	0.4788101806
765	0.4788098458
766	0.4788096402
767	0.4788094602
768	0.4788096677
769	0.4788100297
770	0.4788100442
771	0.4788098859
772	0.4788063596
773	0.4788062723
774	0.4787997314
775	0.478799675
776	0.4787919675
777	0.4787917691
778	0.4787917946
779	0.4787919894
780	0.4787822237
781	0.478774352
782	0.478774776
783	0.478769259
784	0.4787692754
785	0.4787689461
786	0.4787688059
787	0.4787615997
788	0.4787614415
789	0.4787567968
790	0.4787536624
791	0.4787534786
792	0.4787533441
793	0.4787532312
794	0.4787530202
795	0.4787455388
796	0.4787404416
797	0.4787404671
798	0.4787404471
799	0.4787402251
