DIABETES,HIPERTENSION,OBESITY,death_rate,n,features,combo,COPD,ASTHMA,CARDIOVASCULAR,RENAL_CHRONIC,INMSUPR,TOBACCO,OTHER_DISEASE
1.0,,,0.3995016611295681,1204,DIABETES + RENAL_CHRONIC + INMSUPR,1_0_1,,,,0.0,1.0,,
,,,0.3979591836734694,196,CARDIOVASCULAR + RENAL_CHRONIC + TOBACCO,1_1_1,,,1.0,1.0,,1.0,
,,1.0,0.39792176039119803,1636,OBESITY + COPD + INMSUPR,1_1_0,1.0,,,,0.0,,
,1.0,,0.3976073187895848,1421,HIPERTENSION + COPD + INMSUPR,1_0_1,0.0,,,,1.0,,
,1.0,0.0,0.3968105065666041,1066,HIPERTENSION + OBESITY + INMSUPR,1_0_1,,,,,1.0,,
,1.0,0.0,0.3964218455743879,3186,HIPERTENSION + OBESITY + CARDIOVASCULAR,1_0_1,,,1.0,,,,
,,,0.3963365539452496,4968,COPD + CARDIOVASCULAR + RENAL_CHRONIC,1_0_0,1.0,,0.0,0.0,,,
,,,0.39593114241001565,639,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,1_0_1,,,1.0,,0.0,,1.0
,,,0.39589905362776023,634,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,1_0_1,,,1.0,,,0.0,1.0
,,1.0,0.3957816377171216,1612,OBESITY + COPD + OTHER_DISEASE,1_1_0,1.0,,,,,,0.0
,1.0,,0.39468217698379726,4814,HIPERTENSION + CARDIOVASCULAR + INMSUPR,1_1_0,,,1.0,,0.0,,
,,,0.39375,160,COPD + RENAL_CHRONIC + TOBACCO,1_1_1,1.0,,,1.0,,1.0,
,1.0,,0.392772127245185,4621,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,1_1_0,,,1.0,,,,0.0
,1.0,1.0,0.39276485788113696,1935,HIPERTENSION + OBESITY + CARDIOVASCULAR,1_1_1,,,1.0,,,,
,,,0.39274924471299094,662,COPD + CARDIOVASCULAR + OTHER_DISEASE,0_1_1,0.0,,1.0,,,,1.0
,,1.0,0.3925619834710744,1452,OBESITY + COPD + CARDIOVASCULAR,1_1_0,1.0,,0.0,,,,
,,,0.3923611111111111,288,CARDIOVASCULAR + RENAL_CHRONIC + INMSUPR,1_0_1,,,1.0,0.0,1.0,,
1.0,,1.0,0.3918918918918919,740,DIABETES + OBESITY + OTHER_DISEASE,1_1_1,,,,,,,1.0
,1.0,,0.39168539325842694,4450,HIPERTENSION + CARDIOVASCULAR + TOBACCO,1_1_0,,,1.0,,,0.0,
,1.0,,0.3916349809885932,1315,HIPERTENSION + CARDIOVASCULAR + INMSUPR,1_0_1,,,0.0,,1.0,,
,1.0,,0.39157088122605366,1305,HIPERTENSION + INMSUPR + OTHER_DISEASE,1_1_0,,,,,1.0,,0.0
1.0,,,0.3905135520684736,2804,DIABETES + CARDIOVASCULAR + RENAL_CHRONIC,1_1_0,,,1.0,0.0,,,
,,0.0,0.39014373716632444,487,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,0_1_1,,,1.0,,,,1.0
,,1.0,0.389375,1600,OBESITY + COPD + RENAL_CHRONIC,1_1_0,1.0,,,0.0,,,
,,0.0,0.3888888888888889,216,OBESITY + COPD + INMSUPR,0_1_1,1.0,,,,1.0,,
,,,0.3888888888888889,162,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,1_0_1,,1.0,0.0,1.0,,,
,1.0,,0.38844797178130513,4536,HIPERTENSION + COPD + CARDIOVASCULAR,1_0_1,0.0,,1.0,,,,
,1.0,1.0,0.38669064748201437,556,HIPERTENSION + OBESITY + INMSUPR,1_1_1,,,,,1.0,,
1.0,1.0,0.0,0.38643146688048463,22449,DIABETES + HIPERTENSION + OBESITY,1_1_0,,,,,,,
1.0,0.0,,0.38641975308641974,810,DIABETES + HIPERTENSION + OTHER_DISEASE,1_0_1,,,,,,,1.0
,0.0,,0.38640429338103754,559,HIPERTENSION + COPD + TOBACCO,0_1_1,1.0,,,,,1.0,
,0.0,,0.3860759493670886,158,HIPERTENSION + COPD + INMSUPR,0_1_1,1.0,,,,1.0,,
1.0,0.0,,0.3845029239766082,684,DIABETES + HIPERTENSION + INMSUPR,1_0_1,,,,,1.0,,
,,,0.38387096774193546,620,CARDIOVASCULAR + RENAL_CHRONIC + OTHER_DISEASE,1_0_1,,,1.0,0.0,,,1.0
0.0,,,0.3829787234042553,141,DIABETES + COPD + INMSUPR,0_1_1,1.0,,,,1.0,,
,,,0.3827956989247312,930,ASTHMA + CARDIOVASCULAR + TOBACCO,0_1_1,,0.0,1.0,,,1.0,
0.0,,,0.38173784977908687,3395,DIABETES + COPD + ASTHMA,0_1_0,1.0,0.0,,,,,
0.0,,0.0,0.38163716814159293,2712,DIABETES + OBESITY + COPD,0_0_1,1.0,,,,,,
1.0,,,0.3804347826086957,276,DIABETES + TOBACCO + OTHER_DISEASE,1_1_1,,,,,,1.0,1.0
1.0,1.0,,0.3803521721452476,31973,DIABETES + HIPERTENSION + ASTHMA,1_1_0,,0.0,,,,,
0.0,,,0.378698224852071,338,DIABETES + RENAL_CHRONIC + INMSUPR,0_1_1,,,,1.0,1.0,,
,,,0.3780487804878049,164,COPD + CARDIOVASCULAR + RENAL_CHRONIC,1_1_1,1.0,,1.0,1.0,,,
,,1.0,0.3772455089820359,167,OBESITY + COPD + OTHER_DISEASE,1_1_1,1.0,,,,,,1.0
,1.0,,0.37709251101321584,1135,HIPERTENSION + RENAL_CHRONIC + INMSUPR,1_0_1,,,,0.0,1.0,,
0.0,,,0.37658227848101267,316,DIABETES + RENAL_CHRONIC + TOBACCO,0_1_1,,,,1.0,,1.0,
,1.0,,0.37643020594965676,4370,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,1_1_0,,,1.0,0.0,,,
,1.0,,0.37606837606837606,351,HIPERTENSION + TOBACCO + OTHER_DISEASE,1_1_1,,,,,,1.0,1.0
1.0,1.0,,0.3755375506388283,32090,DIABETES + HIPERTENSION + INMSUPR,1_1_0,,,,,0.0,,
0.0,1.0,,0.3750752558699579,1661,DIABETES + HIPERTENSION + OTHER_DISEASE,0_1_1,,,,,,,1.0
1.0,1.0,,0.3750330163761226,30288,DIABETES + HIPERTENSION + TOBACCO,1_1_0,,,,,,0.0,
0.0,,,0.37406555491661875,3478,DIABETES + COPD + INMSUPR,0_1_0,1.0,,,,0.0,,
1.0,1.0,,0.37306997241685425,31541,DIABETES + HIPERTENSION + OTHER_DISEASE,1_1_0,,,,,,,0.0
,,,0.3729189789123196,901,CARDIOVASCULAR + INMSUPR + TOBACCO,1_0_1,,,1.0,,0.0,1.0,
1.0,1.0,,0.37268350590252586,30326,DIABETES + HIPERTENSION + CARDIOVASCULAR,1_1_0,,,0.0,,,,
,,,0.3715277777777778,864,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,1_1_0,,,1.0,,,1.0,0.0
1.0,1.0,,0.3715096264184623,31372,DIABETES + HIPERTENSION + COPD,1_1_0,0.0,,,,,,
,,,0.37142857142857144,245,COPD + CARDIOVASCULAR + TOBACCO,1_1_1,1.0,,1.0,,,1.0,
,1.0,1.0,0.3704061895551257,1034,HIPERTENSION + OBESITY + OTHER_DISEASE,1_1_1,,,,,,,1.0
,0.0,,0.36986803519061584,2728,HIPERTENSION + COPD + ASTHMA,0_1_0,1.0,0.0,,,,,
,,,0.3693181818181818,176,CARDIOVASCULAR + RENAL_CHRONIC + INMSUPR,1_1_1,,,1.0,1.0,1.0,,
0.0,,,0.36887858591712547,3451,DIABETES + COPD + RENAL_CHRONIC,0_1_0,1.0,,,0.0,,,
0.0,,,0.3674540682414698,3429,DIABETES + COPD + OTHER_DISEASE,0_1_0,1.0,,,,,,0.0
,,1.0,0.3673469387755102,441,OBESITY + COPD + TOBACCO,1_1_1,1.0,,,,,1.0,
1.0,,,0.3669724770642202,218,DIABETES + COPD + INMSUPR,1_1_1,1.0,,,,1.0,,
,,0.0,0.36633663366336633,606,OBESITY + CARDIOVASCULAR + TOBACCO,0_1_1,,,1.0,,,1.0,
0.0,,,0.3656462585034014,2940,DIABETES + COPD + TOBACCO,0_1_0,1.0,,,,,0.0,
,0.0,,0.36507936507936506,189,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,0_1_1,,,1.0,1.0,,,
,0.0,0.0,0.36503742844561865,2271,HIPERTENSION + OBESITY + COPD,0_0_1,1.0,,,,,,
0.0,,,0.3645320197044335,3248,DIABETES + COPD + CARDIOVASCULAR,0_1_0,1.0,,0.0,,,,
,,1.0,0.36389111289031223,2498,OBESITY + ASTHMA + CARDIOVASCULAR,1_0_1,,0.0,1.0,,,,
1.0,,0.0,0.3634045266177877,3137,DIABETES + OBESITY + TOBACCO,1_0_1,,,,,,1.0,
,1.0,,0.36318407960199006,201,HIPERTENSION + COPD + INMSUPR,1_1_1,1.0,,,,1.0,,
,,,0.36046511627906974,172,RENAL_CHRONIC + INMSUPR + OTHER_DISEASE,1_1_1,,,,1.0,1.0,,1.0
,0.0,,0.359408795962509,2774,HIPERTENSION + COPD + INMSUPR,0_1_0,1.0,,,,0.0,,
,,1.0,0.35918854415274465,2514,OBESITY + CARDIOVASCULAR + INMSUPR,1_1_0,,,1.0,,0.0,,
,,1.0,0.3588039867109635,301,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,1_1_1,,,1.0,,,,1.0
,,,0.35834411384217335,773,COPD + CARDIOVASCULAR + TOBACCO,0_1_1,0.0,,1.0,,,1.0,
,0.0,,0.35815602836879434,2820,HIPERTENSION + COPD + RENAL_CHRONIC,0_1_0,1.0,,,0.0,,,
0.0,1.0,,0.35809987819732036,2463,DIABETES + HIPERTENSION + CARDIOVASCULAR,0_1_1,,,1.0,,,,
1.0,1.0,1.0,0.35766492643569053,10535,DIABETES + HIPERTENSION + OBESITY,1_1_1,,,,,,,
1.0,1.0,,0.357324819129785,29441,DIABETES + HIPERTENSION + RENAL_CHRONIC,1_1_0,,,,0.0,,,
,,,0.35714285714285715,168,CARDIOVASCULAR + RENAL_CHRONIC + OTHER_DISEASE,1_1_1,,,1.0,1.0,,,1.0
,,,0.35714285714285715,168,ASTHMA + RENAL_CHRONIC + TOBACCO,1_1_0,,1.0,,1.0,,0.0,
,0.0,,0.3556111508220157,2798,HIPERTENSION + COPD + OTHER_DISEASE,0_1_0,1.0,,,,,,0.0
,,1.0,0.35546875,2304,OBESITY + CARDIOVASCULAR + TOBACCO,1_1_0,,,1.0,,,0.0,
1.0,0.0,,0.35535006605019814,757,DIABETES + HIPERTENSION + CARDIOVASCULAR,1_0_1,,,1.0,,,,
1.0,,,0.3549618320610687,262,DIABETES + INMSUPR + OTHER_DISEASE,1_1_1,,,,,1.0,,1.0
,,1.0,0.35486542443064184,2415,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,1_1_0,,,1.0,,,,0.0
,0.0,,0.3548251158870628,2373,HIPERTENSION + COPD + TOBACCO,0_1_0,1.0,,,,,0.0,
,,1.0,0.35436893203883496,412,OBESITY + CARDIOVASCULAR + TOBACCO,1_1_1,,,1.0,,,1.0,
1.0,,,0.3538302277432712,4830,DIABETES + ASTHMA + TOBACCO,1_0_1,,0.0,,,,1.0,
,,,0.35356200527704484,758,ASTHMA + INMSUPR + OTHER_DISEASE,0_1_1,,0.0,,,1.0,,1.0
0.0,,1.0,0.3528114663726571,907,DIABETES + OBESITY + COPD,0_1_1,1.0,,,,,,
,,,0.35279805352798055,822,CARDIOVASCULAR + RENAL_CHRONIC + TOBACCO,1_0_1,,,1.0,0.0,,1.0,
,1.0,0.0,0.35218365061590146,3572,HIPERTENSION + OBESITY + TOBACCO,1_0_1,,,,,,1.0,
,0.0,,0.35214364235983875,2729,HIPERTENSION + COPD + CARDIOVASCULAR,0_1_0,1.0,,0.0,,,,
0.0,,,0.3518930957683742,449,DIABETES + CARDIOVASCULAR + OTHER_DISEASE,0_1_1,,,1.0,,,,1.0
,,,0.3516483516483517,182,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,1_1_0,,1.0,,1.0,,,0.0
,0.0,,0.3503184713375796,157,HIPERTENSION + CARDIOVASCULAR + INMSUPR,0_1_1,,,1.0,,1.0,,
,,1.0,0.34965034965034963,143,OBESITY + COPD + INMSUPR,1_1_1,1.0,,,,1.0,,
,,1.0,0.34910004185851823,2389,OBESITY + COPD + CARDIOVASCULAR,1_0_1,0.0,,1.0,,,,
,,,0.3484848484848485,726,INMSUPR + TOBACCO + OTHER_DISEASE,1_0_1,,,,,1.0,0.0,1.0
,,,0.34782608695652173,161,COPD + ASTHMA + RENAL_CHRONIC,0_1_1,0.0,1.0,,1.0,,,
1.0,,,0.3476724854530341,4812,DIABETES + INMSUPR + TOBACCO,1_0_1,,,,,0.0,1.0,
0.0,,1.0,0.3474426807760141,567,DIABETES + OBESITY + RENAL_CHRONIC,0_1_1,,,,1.0,,,
,0.0,1.0,0.3464447806354009,661,HIPERTENSION + OBESITY + COPD,0_1_1,1.0,,,,,,
1.0,,,0.3456581449397845,4733,DIABETES + TOBACCO + OTHER_DISEASE,1_1_0,,,,,,1.0,0.0
1.0,,,0.34517766497461927,197,DIABETES + INMSUPR + TOBACCO,1_1_1,,,,,1.0,1.0,
,,,0.3449197860962567,374,ASTHMA + INMSUPR + TOBACCO,0_1_1,,0.0,,,1.0,1.0,
,,0.0,0.34375,128,OBESITY + ASTHMA + RENAL_CHRONIC,0_1_1,,1.0,,1.0,,,
,,,0.3436241610738255,745,COPD + INMSUPR + OTHER_DISEASE,0_1_1,0.0,,,,1.0,,1.0
,,0.0,0.3435374149659864,588,OBESITY + INMSUPR + OTHER_DISEASE,0_1_1,,,,,1.0,,1.0
,,1.0,0.3413071337035455,2341,OBESITY + CARDIOVASCULAR + RENAL_CHRONIC,1_1_0,,,1.0,0.0,,,
1.0,,,0.34080914687774844,4548,DIABETES + CARDIOVASCULAR + TOBACCO,1_0_1,,,0.0,,,1.0,
,0.0,,0.3406113537117904,229,HIPERTENSION + RENAL_CHRONIC + TOBACCO,0_1_1,,,,1.0,,1.0,
1.0,,,0.34,150,DIABETES + ASTHMA + RENAL_CHRONIC,1_1_1,,1.0,,1.0,,,
0.0,,,0.33876600698486614,3436,DIABETES + ASTHMA + RENAL_CHRONIC,0_0_1,,0.0,,1.0,,,
,,,0.33808844507845937,701,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,0_1_1,,,0.0,,1.0,,1.0
0.0,1.0,,0.33791208791208793,728,DIABETES + HIPERTENSION + INMSUPR,0_1_1,,,,,1.0,,
1.0,,,0.3375953342305967,4458,DIABETES + COPD + TOBACCO,1_0_1,0.0,,,,,1.0,
,0.0,,0.33690051525961157,2523,HIPERTENSION + ASTHMA + RENAL_CHRONIC,0_0_1,,0.0,,1.0,,,
,0.0,0.0,0.3362465501379945,2174,HIPERTENSION + OBESITY + RENAL_CHRONIC,0_0_1,,,,1.0,,,
0.0,,,0.3349282296650718,209,DIABETES + CARDIOVASCULAR + INMSUPR,0_1_1,,,1.0,,1.0,,
,1.0,,0.33480176211453744,5675,HIPERTENSION + ASTHMA + TOBACCO,1_0_1,,0.0,,,,1.0,
1.0,,,0.3345047221612124,4553,DIABETES + RENAL_CHRONIC + TOBACCO,1_0_1,,,,0.0,,1.0,
,0.0,,0.334453781512605,2380,HIPERTENSION + RENAL_CHRONIC + TOBACCO,0_1_0,,,,1.0,,0.0,
0.0,,0.0,0.3343424150689539,2973,DIABETES + OBESITY + RENAL_CHRONIC,0_0_1,,,,1.0,,,
,,,0.3340311396048672,7643,ASTHMA + CARDIOVASCULAR + INMSUPR,0_1_0,,0.0,1.0,,0.0,,
,,,0.33375670335873553,7086,ASTHMA + CARDIOVASCULAR + TOBACCO,0_1_0,,0.0,1.0,,,0.0,
,,,0.33269493844049247,7310,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,0_1_0,,0.0,1.0,,,,0.0
,0.0,,0.33264462809917356,2420,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,0_0_1,,,0.0,1.0,,,
0.0,,,0.3325062034739454,3224,DIABETES + RENAL_CHRONIC + TOBACCO,0_1_0,,,,1.0,,0.0,
0.0,,,0.3319800124921924,3202,DIABETES + RENAL_CHRONIC + INMSUPR,0_1_0,,,,1.0,0.0,,
0.0,0.0,,0.33189448441247005,2085,DIABETES + HIPERTENSION + COPD,0_0_1,1.0,,,,,,
,,1.0,0.3313550939663699,1011,OBESITY + ASTHMA + INMSUPR,1_0_1,,0.0,,,1.0,,
1.0,,0.0,0.3309797608095676,43480,DIABETES + OBESITY + ASTHMA,1_0_0,,0.0,,,,,
,0.0,,0.33079695634761713,2497,HIPERTENSION + COPD + RENAL_CHRONIC,0_0_1,0.0,,,1.0,,,
,1.0,,0.3304653204565408,5695,HIPERTENSION + INMSUPR + TOBACCO,1_0_1,,,,,0.0,1.0,
,,,0.3300970873786408,103,COPD + RENAL_CHRONIC + OTHER_DISEASE,1_1_1,1.0,,,1.0,,,1.0
0.0,,,0.32980379943942695,3211,DIABETES + CARDIOVASCULAR + RENAL_CHRONIC,0_0_1,,,0.0,1.0,,,
0.0,,,0.3288849347568209,3372,DIABETES + COPD + RENAL_CHRONIC,0_0_1,0.0,,,1.0,,,
,0.0,1.0,0.32873563218390806,435,HIPERTENSION + OBESITY + RENAL_CHRONIC,0_1_1,,,,1.0,,,
,0.0,,0.328665568369028,2428,HIPERTENSION + RENAL_CHRONIC + OTHER_DISEASE,0_1_0,,,,1.0,,,0.0
,,0.0,0.3283798477709315,5518,OBESITY + ASTHMA + CARDIOVASCULAR,0_0_1,,0.0,1.0,,,,
,0.0,,0.32802013422818793,2384,HIPERTENSION + RENAL_CHRONIC + INMSUPR,0_1_0,,,,1.0,0.0,,
,,,0.3267649560533031,7054,CARDIOVASCULAR + INMSUPR + TOBACCO,1_0_0,,,1.0,,0.0,0.0,
,1.0,,0.32660418168709443,5548,HIPERTENSION + TOBACCO + OTHER_DISEASE,1_1_0,,,,,,1.0,0.0
1.0,,0.0,0.32658799668111,43388,DIABETES + OBESITY + INMSUPR,1_0_0,,,,,0.0,,
,,,0.32653061224489793,343,INMSUPR + TOBACCO + OTHER_DISEASE,1_1_0,,,,,1.0,1.0,0.0
,,,0.32640787315472936,7316,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,1_0_0,,,1.0,,0.0,,0.0
1.0,,0.0,0.3262480027114705,41306,DIABETES + OBESITY + TOBACCO,1_0_0,,,,,,0.0,
,,,0.3259893920848633,7353,COPD + ASTHMA + CARDIOVASCULAR,0_0_1,0.0,0.0,1.0,,,,
1.0,,,0.32589796177650326,55097,DIABETES + ASTHMA + TOBACCO,1_0_0,,0.0,,,,0.0,
1.0,,,0.3254342771166735,58488,DIABETES + ASTHMA + INMSUPR,1_0_0,,0.0,,,0.0,,
0.0,,,0.3253603189205765,3261,DIABETES + RENAL_CHRONIC + OTHER_DISEASE,0_1_0,,,,1.0,,,0.0
,,,0.3251071375794296,6767,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,1_0_0,,,1.0,,,0.0,0.0
,,,0.32448377581120946,678,RENAL_CHRONIC + INMSUPR + OTHER_DISEASE,0_1_1,,,,0.0,1.0,,1.0
1.0,,0.0,0.32444307953981716,42331,DIABETES + OBESITY + CARDIOVASCULAR,1_0_0,,,0.0,,,,
1.0,,0.0,0.3241788958770091,42930,DIABETES + OBESITY + OTHER_DISEASE,1_0_0,,,,,,,0.0
1.0,,,0.3235879249199896,57805,DIABETES + ASTHMA + OTHER_DISEASE,1_0_0,,0.0,,,,,0.0
1.0,,0.0,0.32301194698525293,42856,DIABETES + OBESITY + COPD,1_0_0,0.0,,,,,,
1.0,,,0.3229309919249621,56718,DIABETES + ASTHMA + CARDIOVASCULAR,1_0_0,,0.0,0.0,,,,
,,,0.3228346456692913,127,COPD + TOBACCO + OTHER_DISEASE,1_1_1,1.0,,,,,1.0,1.0
,,,0.3227665706051873,347,COPD + ASTHMA + INMSUPR,1_1_0,1.0,1.0,,,0.0,,
1.0,,,0.3220059958064013,57707,DIABETES + COPD + ASTHMA,1_0_0,0.0,0.0,,,,,
0.0,,,0.32142857142857145,588,DIABETES + INMSUPR + OTHER_DISEASE,0_1_1,,,,,1.0,,1.0
,1.0,,0.32142857142857145,168,HIPERTENSION + ASTHMA + RENAL_CHRONIC,1_1_1,,1.0,,1.0,,,
1.0,,,0.3212049936674507,55270,DIABETES + INMSUPR + TOBACCO,1_0_0,,,,,0.0,0.0,
1.0,,1.0,0.32104700854700857,1872,DIABETES + OBESITY + TOBACCO,1_1_1,,,,,,1.0,
1.0,,1.0,0.3206663829269776,16447,DIABETES + OBESITY + ASTHMA,1_1_0,,0.0,,,,,
,,0.0,0.3201883460859329,5097,OBESITY + CARDIOVASCULAR + TOBACCO,0_1_0,,,1.0,,,0.0,
,,0.0,0.31942657599705937,5441,OBESITY + CARDIOVASCULAR + INMSUPR,0_1_0,,,1.0,,0.0,,
,,,0.3193359375,7168,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,0_1_0,,0.0,1.0,0.0,,,
1.0,,,0.31927424369901597,54674,DIABETES + TOBACCO + OTHER_DISEASE,1_0_0,,,,,,0.0,0.0
,,0.0,0.31901840490797545,5216,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,0_1_0,,,1.0,,,,0.0
1.0,,,0.3189822864126973,58091,DIABETES + INMSUPR + OTHER_DISEASE,1_0_0,,,,,0.0,,0.0
1.0,,,0.3188446281915191,53697,DIABETES + CARDIOVASCULAR + TOBACCO,1_0_0,,,0.0,,,0.0,
,,,0.3184601924759405,6858,COPD + CARDIOVASCULAR + TOBACCO,0_1_0,0.0,,1.0,,,0.0,
1.0,,,0.31840061839007766,56922,DIABETES + CARDIOVASCULAR + INMSUPR,1_0_0,,,0.0,,0.0,,
,,,0.3183936403508772,7296,COPD + CARDIOVASCULAR + INMSUPR,0_1_0,0.0,,1.0,,0.0,,
,1.0,,0.3182861514919663,5228,HIPERTENSION + CARDIOVASCULAR + TOBACCO,1_0_1,,,0.0,,,1.0,
1.0,,,0.3182507352538224,54743,DIABETES + COPD + TOBACCO,1_0_0,0.0,,,,,0.0,
,,1.0,0.31822863027806386,971,OBESITY + INMSUPR + TOBACCO,1_1_0,,,,,1.0,0.0,
0.0,,,0.3177737881508079,557,DIABETES + CARDIOVASCULAR + TOBACCO,0_1_1,,,1.0,,,1.0,
1.0,,,0.31728358776646326,57841,DIABETES + COPD + INMSUPR,1_0_0,0.0,,,,0.0,,
1.0,,1.0,0.3169762137504073,15345,DIABETES + OBESITY + TOBACCO,1_1_0,,,,,,0.0,
,,1.0,0.31655480984340045,894,OBESITY + INMSUPR + OTHER_DISEASE,1_1_0,,,,,1.0,,0.0
1.0,,,0.31637996840105803,56331,DIABETES + CARDIOVASCULAR + OTHER_DISEASE,1_0_0,,,0.0,,,,0.0
,,,0.31626506024096385,332,COPD + ASTHMA + TOBACCO,1_1_0,1.0,1.0,,,,0.0,
,,,0.3158272348974028,6969,COPD + CARDIOVASCULAR + OTHER_DISEASE,0_1_0,0.0,,1.0,,,,0.0
,,1.0,0.31551362683438156,954,OBESITY + CARDIOVASCULAR + INMSUPR,1_0_1,,,0.0,,1.0,,
1.0,,,0.3153778866340098,57160,DIABETES + COPD + OTHER_DISEASE,1_0_0,0.0,,,,,,0.0
1.0,,,0.3150009785954486,56203,DIABETES + COPD + CARDIOVASCULAR,1_0_0,0.0,,0.0,,,,
1.0,,1.0,0.31484365640349826,16694,DIABETES + OBESITY + INMSUPR,1_1_0,,,,,0.0,,
,1.0,,0.31460044809559373,5356,HIPERTENSION + RENAL_CHRONIC + TOBACCO,1_0_1,,,,0.0,,1.0,
,1.0,,0.31446059678653404,5228,HIPERTENSION + COPD + TOBACCO,1_0_1,0.0,,,,,1.0,
,,,0.3141426783479349,7191,CARDIOVASCULAR + RENAL_CHRONIC + INMSUPR,1_0_0,,,1.0,0.0,0.0,,
1.0,,1.0,0.3140741639861625,16477,DIABETES + OBESITY + OTHER_DISEASE,1_1_0,,,,,,,0.0
,,,0.31275349256421814,6657,CARDIOVASCULAR + RENAL_CHRONIC + TOBACCO,1_0_0,,,1.0,0.0,,0.0,
,1.0,,0.3127413127413127,259,HIPERTENSION + COPD + ASTHMA,1_1_1,1.0,1.0,,,,,
,0.0,,0.3125,288,HIPERTENSION + CARDIOVASCULAR + OTHER_DISEASE,0_1_1,,,1.0,,,,1.0
1.0,,0.0,0.3123892301342591,41189,DIABETES + OBESITY + RENAL_CHRONIC,1_0_0,,,,0.0,,,
,,,0.312,125,COPD + INMSUPR + TOBACCO,1_1_1,1.0,,,,1.0,1.0,
1.0,,,0.3118763907831455,55724,DIABETES + ASTHMA + RENAL_CHRONIC,1_0_0,,0.0,,0.0,,,
,,,0.31142857142857144,350,CARDIOVASCULAR + INMSUPR + TOBACCO,0_1_1,,,0.0,,1.0,1.0,
,,,0.3111240705642222,6859,CARDIOVASCULAR + RENAL_CHRONIC + OTHER_DISEASE,1_0_0,,,1.0,0.0,,,0.0
1.0,,1.0,0.3110431324564087,16345,DIABETES + OBESITY + COPD,1_1_0,0.0,,,,,,
,,0.0,0.3103777184280809,5242,OBESITY + COPD + CARDIOVASCULAR,0_0_1,0.0,,1.0,,,,
1.0,,1.0,0.31022998617569436,15914,DIABETES + OBESITY + CARDIOVASCULAR,1_1_0,,,0.0,,,,
,,,0.31007751937984496,129,COPD + CARDIOVASCULAR + INMSUPR,1_1_1,1.0,,1.0,,1.0,,
,1.0,0.0,0.30928474510564063,51590,HIPERTENSION + OBESITY + ASTHMA,1_0_0,,0.0,,,,,
0.0,,1.0,0.30927105449398445,1413,DIABETES + OBESITY + CARDIOVASCULAR,0_1_1,,,1.0,,,,
,,1.0,0.3089832181638697,1013,OBESITY + COPD + INMSUPR,1_0_1,0.0,,,,1.0,,
,,0.0,0.30851063829787234,282,OBESITY + INMSUPR + TOBACCO,0_1_1,,,,,1.0,1.0,
1.0,,,0.30770190542395237,56103,DIABETES + RENAL_CHRONIC + INMSUPR,1_0_0,,,,0.0,0.0,,
1.0,,,0.30748379269818404,52754,DIABETES + RENAL_CHRONIC + TOBACCO,1_0_0,,,,0.0,,0.0,
,,,0.30708661417322836,127,RENAL_CHRONIC + INMSUPR + TOBACCO,1_1_1,,,,1.0,1.0,1.0,
,,1.0,0.3069306930693069,202,OBESITY + CARDIOVASCULAR + INMSUPR,1_1_1,,,1.0,,1.0,,
,,0.0,0.30615025301673804,5138,OBESITY + CARDIOVASCULAR + RENAL_CHRONIC,0_1_0,,,1.0,0.0,,,
1.0,,,0.30557210158661396,55401,DIABETES + RENAL_CHRONIC + OTHER_DISEASE,1_0_0,,,,0.0,,,0.0
1.0,,,0.30546942370144764,54503,DIABETES + CARDIOVASCULAR + RENAL_CHRONIC,1_0_0,,,0.0,0.0,,,
,,1.0,0.3053435114503817,262,OBESITY + INMSUPR + OTHER_DISEASE,1_1_1,,,,,1.0,,1.0
,,,0.3051948051948052,154,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,1_1_1,,,1.0,,,1.0,1.0
,1.0,0.0,0.3051508192292105,51817,HIPERTENSION + OBESITY + INMSUPR,1_0_0,,,,,0.0,,
,1.0,,0.30392156862745096,204,HIPERTENSION + INMSUPR + TOBACCO,1_1_1,,,,,1.0,1.0,
,1.0,0.0,0.303725335117925,49311,HIPERTENSION + OBESITY + TOBACCO,1_0_0,,,,,,0.0,
1.0,,,0.30366530109125184,55166,DIABETES + COPD + RENAL_CHRONIC,1_0_0,0.0,,,0.0,,,
,,,0.3028446389496718,6855,COPD + CARDIOVASCULAR + RENAL_CHRONIC,0_1_0,0.0,,1.0,0.0,,,
