DIABETES,HIPERTENSION,OBESITY,death_rate,n,features,combo,COPD,ASTHMA,CARDIOVASCULAR,RENAL_CHRONIC,INMSUPR,TOBACCO,OTHER_DISEASE
,0.0,,0.19018210609659542,6315,HIPERTENSION + INMSUPR + OTHER_DISEASE,0_0_1,,,,,0.0,,1.0
0.0,,,0.18781725888324874,197,DIABETES + ASTHMA + CARDIOVASCULAR,0_1_1,,1.0,1.0,,,,
1.0,0.0,,0.18559556786703602,722,DIABETES + HIPERTENSION + ASTHMA,1_0_1,,1.0,,,,,
0.0,,,0.18543046357615894,151,DIABETES + ASTHMA + INMSUPR,0_1_1,,1.0,,,1.0,,
,,1.0,0.18366482594601638,61389,OBESITY + ASTHMA + TOBACCO,1_0_0,,0.0,,,,0.0,
,,,0.18072289156626506,83,COPD + ASTHMA + OTHER_DISEASE,1_1_1,1.0,1.0,,,,,1.0
,,1.0,0.18066105522479983,68194,OBESITY + ASTHMA + INMSUPR,1_0_0,,0.0,,,0.0,,
,,1.0,0.1799961975981495,63118,OBESITY + INMSUPR + TOBACCO,1_0_0,,,,,0.0,0.0,
,,1.0,0.1793892560380708,67033,OBESITY + ASTHMA + OTHER_DISEASE,1_0_0,,0.0,,,,,0.0
1.0,,,0.1787709497206704,179,DIABETES + ASTHMA + TOBACCO,1_1_1,,1.0,,,,1.0,
,,1.0,0.17868131514087343,62077,OBESITY + TOBACCO + OTHER_DISEASE,1_0_0,,,,,,0.0,0.0
,,1.0,0.17765521728201564,67631,OBESITY + COPD + ASTHMA,1_0_0,0.0,0.0,,,,,
,,1.0,0.17738362735255214,62751,OBESITY + COPD + TOBACCO,1_0_0,0.0,,,,,0.0,
,,1.0,0.176560900716479,7816,OBESITY + ASTHMA + TOBACCO,1_0_1,,0.0,,,,1.0,
0.0,1.0,,0.17655468191565404,1399,DIABETES + HIPERTENSION + ASTHMA,0_1_1,,1.0,,,,,
,,1.0,0.17613636363636365,176,OBESITY + ASTHMA + OTHER_DISEASE,1_1_1,,1.0,,,,,1.0
,,1.0,0.1760834695009519,66707,OBESITY + ASTHMA + CARDIOVASCULAR,1_0_0,,0.0,0.0,,,,
,,1.0,0.17607001072184067,69018,OBESITY + INMSUPR + OTHER_DISEASE,1_0_0,,,,,0.0,,0.0
,,1.0,0.17592551540678342,67665,OBESITY + ASTHMA + RENAL_CHRONIC,1_0_0,,0.0,,0.0,,,
,,1.0,0.17562515173585821,61785,OBESITY + CARDIOVASCULAR + TOBACCO,1_0_0,,,0.0,,,0.0,
,,1.0,0.17550265478259483,62717,OBESITY + RENAL_CHRONIC + TOBACCO,1_0_0,,,,0.0,,0.0,
,,1.0,0.17392180572349858,69468,OBESITY + COPD + INMSUPR,1_0_0,0.0,,,,0.0,,
,,1.0,0.17280192959283294,69652,OBESITY + RENAL_CHRONIC + INMSUPR,1_0_0,,,,0.0,0.0,,
0.0,0.0,,0.1727393176548526,6038,DIABETES + HIPERTENSION + OTHER_DISEASE,0_0_1,,,,,,,1.0
,,1.0,0.1727232796486091,68300,OBESITY + COPD + OTHER_DISEASE,1_0_0,0.0,,,,,,0.0
1.0,,,0.17266187050359713,139,DIABETES + ASTHMA + INMSUPR,1_1_1,,1.0,,,1.0,,
,,1.0,0.17247412159206882,68590,OBESITY + CARDIOVASCULAR + INMSUPR,1_0_0,,,0.0,,0.0,,
,,1.0,0.1718006511394941,7986,OBESITY + INMSUPR + TOBACCO,1_0_1,,,,,0.0,1.0,
,,1.0,0.17153354963924322,67497,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,1_0_0,,,0.0,,,,0.0
,,1.0,0.17142982379240818,68442,OBESITY + RENAL_CHRONIC + OTHER_DISEASE,1_0_0,,,,0.0,,,0.0
,,1.0,0.17141033822590937,7835,OBESITY + TOBACCO + OTHER_DISEASE,1_1_0,,,,,,1.0,0.0
,,1.0,0.16978499676907713,68092,OBESITY + COPD + CARDIOVASCULAR,1_0_0,0.0,,0.0,,,,
,,1.0,0.16940603530741805,68994,OBESITY + COPD + RENAL_CHRONIC,1_0_0,0.0,,,0.0,,,
,,1.0,0.16866657875844285,68253,OBESITY + CARDIOVASCULAR + RENAL_CHRONIC,1_0_0,,,0.0,0.0,,,
,,1.0,0.16554525834708644,7877,OBESITY + RENAL_CHRONIC + TOBACCO,1_0_1,,,,0.0,,1.0,
,,0.0,0.16551724137931034,145,OBESITY + ASTHMA + INMSUPR,0_1_1,,1.0,,,1.0,,
,,1.0,0.16496971259182885,7759,OBESITY + CARDIOVASCULAR + TOBACCO,1_0_1,,,0.0,,,1.0,
,,,0.1641337386018237,329,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,1_0_1,,1.0,0.0,,,,1.0
,0.0,,0.1640625,128,HIPERTENSION + ASTHMA + CARDIOVASCULAR,0_1_1,,1.0,1.0,,,,
,,1.0,0.16351875808538163,7730,OBESITY + COPD + TOBACCO,1_0_1,0.0,,,,,1.0,
,,,0.16304347826086957,92,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,1_1_1,,1.0,1.0,1.0,,,
,,,0.15709969788519637,331,ASTHMA + TOBACCO + OTHER_DISEASE,1_0_1,,1.0,,,,0.0,1.0
,,,0.15517241379310345,116,COPD + ASTHMA + INMSUPR,1_1_1,1.0,1.0,,,1.0,,
,,,0.1536050156739812,319,ASTHMA + INMSUPR + OTHER_DISEASE,1_0_1,,1.0,,,0.0,,1.0
,,,0.15217391304347827,92,ASTHMA + INMSUPR + OTHER_DISEASE,1_1_1,,1.0,,,1.0,,1.0
,,,0.15002741729117164,27355,ASTHMA + INMSUPR + TOBACCO,0_0_1,,0.0,,,0.0,1.0,
,1.0,,0.14906832298136646,161,HIPERTENSION + ASTHMA + INMSUPR,1_1_1,,1.0,,,1.0,,
,,,0.1481964039757287,26863,ASTHMA + TOBACCO + OTHER_DISEASE,0_1_0,,0.0,,,,1.0,0.0
,,,0.14634146341463414,328,COPD + ASTHMA + OTHER_DISEASE,0_1_1,0.0,1.0,,,,,1.0
,,1.0,0.14629629629629629,2700,OBESITY + ASTHMA + TOBACCO,1_1_0,,1.0,,,,0.0,
,,,0.14489616203126146,27254,INMSUPR + TOBACCO + OTHER_DISEASE,0_1_0,,,,,0.0,1.0,0.0
,,,0.14473246311429944,27043,ASTHMA + RENAL_CHRONIC + TOBACCO,0_0_1,,0.0,,0.0,,1.0,
,,,0.1446695772230307,26799,ASTHMA + CARDIOVASCULAR + TOBACCO,0_0_1,,0.0,0.0,,,1.0,
,,,0.14454277286135694,339,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,1_0_1,,1.0,,0.0,,,1.0
,,0.0,0.14327323858785718,19913,OBESITY + ASTHMA + TOBACCO,0_0_1,,0.0,,,,1.0,
,,1.0,0.14241055922195206,2879,OBESITY + ASTHMA + OTHER_DISEASE,1_1_0,,1.0,,,,,0.0
,,1.0,0.14192439862542955,2910,OBESITY + ASTHMA + INMSUPR,1_1_0,,1.0,,,0.0,,
,,,0.14162808501330612,27431,RENAL_CHRONIC + INMSUPR + TOBACCO,0_0_1,,,,0.0,0.0,1.0,
,,,0.1415639374425023,27175,CARDIOVASCULAR + INMSUPR + TOBACCO,0_0_1,,,0.0,,0.0,1.0,
,,,0.14051821254224559,26630,COPD + ASTHMA + TOBACCO,0_0_1,0.0,0.0,,,,1.0,
,,0.0,0.13992035838725733,20090,OBESITY + INMSUPR + TOBACCO,0_0_1,,,,,0.0,1.0,
0.0,,1.0,0.13990295310663786,52758,DIABETES + OBESITY + ASTHMA,0_1_0,,0.0,,,,,
,,,0.13990199379044627,26733,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,0_1_0,,,0.0,,,1.0,0.0
0.0,,1.0,0.13962744132611193,48744,DIABETES + OBESITY + TOBACCO,0_1_0,,,,,,0.0,
,,,0.1394641134120092,26946,RENAL_CHRONIC + TOBACCO + OTHER_DISEASE,0_1_0,,,,0.0,,1.0,0.0
,,1.0,0.1389552748378286,2929,OBESITY + ASTHMA + RENAL_CHRONIC,1_1_0,,1.0,,0.0,,,
,,0.0,0.1375366865701852,19762,OBESITY + TOBACCO + OTHER_DISEASE,0_1_0,,,,,,1.0,0.0
,,,0.1375,80,ASTHMA + TOBACCO + OTHER_DISEASE,1_1_1,,1.0,,,,1.0,1.0
0.0,,1.0,0.13741959198676715,54410,DIABETES + OBESITY + INMSUPR,0_1_0,,,,,0.0,,
,,,0.1374068443884172,26971,COPD + INMSUPR + TOBACCO,0_0_1,0.0,,,,0.0,1.0,
,,,0.1371850532487291,26949,CARDIOVASCULAR + RENAL_CHRONIC + TOBACCO,0_0_1,,,0.0,0.0,,1.0,
0.0,,1.0,0.1364637638593142,54476,DIABETES + OBESITY + RENAL_CHRONIC,0_1_0,,,,0.0,,,
,,,0.13636363636363635,88,ASTHMA + CARDIOVASCULAR + TOBACCO,1_1_1,,1.0,1.0,,,1.0,
,,0.0,0.13617021276595745,235,OBESITY + ASTHMA + OTHER_DISEASE,0_1_1,,1.0,,,,,1.0
0.0,,1.0,0.1358660054271545,53435,DIABETES + OBESITY + OTHER_DISEASE,0_1_0,,,,,,,0.0
,,1.0,0.13570673246387027,2837,OBESITY + ASTHMA + CARDIOVASCULAR,1_1_0,,1.0,0.0,,,,
,,0.0,0.13538399271476273,19766,OBESITY + CARDIOVASCULAR + TOBACCO,0_0_1,,,0.0,,,1.0,
,,,0.13535140031705292,26494,COPD + TOBACCO + OTHER_DISEASE,0_1_0,0.0,,,,,1.0,0.0
,,,0.1350920302018262,346734,ASTHMA + INMSUPR + TOBACCO,0_0_0,,0.0,,,0.0,0.0,
0.0,,1.0,0.13504876607063693,54136,DIABETES + OBESITY + COPD,0_1_0,0.0,,,,,,
,,0.0,0.13486478335176436,19894,OBESITY + RENAL_CHRONIC + TOBACCO,0_0_1,,,,0.0,,1.0,
0.0,,1.0,0.13414133880290882,53630,DIABETES + OBESITY + CARDIOVASCULAR,0_1_0,,,0.0,,,,
,,,0.13361490683229812,342125,ASTHMA + TOBACCO + OTHER_DISEASE,0_0_0,,0.0,,,,0.0,0.0
,,1.0,0.13333333333333333,2850,OBESITY + COPD + ASTHMA,1_0_1,0.0,1.0,,,,,
,,,0.13333333333333333,90,ASTHMA + RENAL_CHRONIC + INMSUPR,1_1_1,,1.0,,1.0,1.0,,
,,,0.13331542895426876,346284,COPD + ASTHMA + TOBACCO,0_0_0,0.0,0.0,,,,0.0,
,,,0.13309663679216877,365306,ASTHMA + INMSUPR + OTHER_DISEASE,0_0_0,,0.0,,,0.0,,0.0
,,,0.1330444611906556,26540,COPD + CARDIOVASCULAR + TOBACCO,0_0_1,0.0,,0.0,,,1.0,
,,,0.13292446627137677,343714,ASTHMA + CARDIOVASCULAR + TOBACCO,0_0_0,,0.0,0.0,,,0.0,
,,,0.13235459346091907,26701,COPD + RENAL_CHRONIC + TOBACCO,0_0_1,0.0,,,0.0,,1.0,
,,,0.132057656516922,366446,ASTHMA + CARDIOVASCULAR + INMSUPR,0_0_0,,0.0,0.0,,0.0,,
,,,0.132030798688425,368717,COPD + ASTHMA + INMSUPR,0_0_0,0.0,0.0,,,0.0,,
,0.0,1.0,0.13156718799872327,46995,HIPERTENSION + OBESITY + ASTHMA,0_1_0,,0.0,,,,,
,,,0.13124072732291342,347796,INMSUPR + TOBACCO + OTHER_DISEASE,0_0_0,,,,,0.0,0.0,0.0
0.0,,1.0,0.13097317034449912,6299,DIABETES + OBESITY + TOBACCO,0_1_1,,,,,,1.0,
,0.0,1.0,0.1307526282809998,43089,HIPERTENSION + OBESITY + TOBACCO,0_1_0,,,,,,0.0,
,,,0.13067424615265513,361678,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,0_0_0,,0.0,0.0,,,,0.0
,,,0.1306453160853519,343847,ASTHMA + RENAL_CHRONIC + TOBACCO,0_0_0,,0.0,,0.0,,0.0,
,,,0.130561024163303,363692,COPD + ASTHMA + OTHER_DISEASE,0_0_0,0.0,0.0,,,,,0.0
,,,0.13055749981505824,351462,COPD + INMSUPR + TOBACCO,0_0_0,0.0,,,,0.0,0.0,
,,,0.13030410690443583,349022,CARDIOVASCULAR + INMSUPR + TOBACCO,0_0_0,,,0.0,,0.0,0.0,
,,,0.13017882050387936,367072,ASTHMA + RENAL_CHRONIC + INMSUPR,0_0_0,,0.0,,0.0,0.0,,
,,,0.1299646297061229,365561,COPD + ASTHMA + CARDIOVASCULAR,0_0_0,0.0,0.0,0.0,,,,
,,0.0,0.12990859418883727,19583,OBESITY + COPD + TOBACCO,0_0_1,0.0,,,,,1.0,
,,1.0,0.1295774647887324,355,OBESITY + ASTHMA + TOBACCO,1_1_1,,1.0,,,,1.0,
,,,0.12917868266236013,346760,COPD + TOBACCO + OTHER_DISEASE,0_0_0,0.0,,,,,0.0,0.0
,,,0.12903225806451613,93,ASTHMA + INMSUPR + TOBACCO,1_1_1,,1.0,,,1.0,1.0,
,,,0.12898544836112674,344566,CARDIOVASCULAR + TOBACCO + OTHER_DISEASE,0_0_0,,,0.0,,,0.0,0.0
,0.0,1.0,0.12881468148056194,48333,HIPERTENSION + OBESITY + INMSUPR,0_1_0,,,,,0.0,,
,,,0.12867112407603412,348633,COPD + CARDIOVASCULAR + TOBACCO,0_0_0,0.0,,0.0,,,0.0,
,,,0.12858141546215424,361903,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,,0.0,,0.0,,,0.0
,0.0,1.0,0.12847952492886305,48498,HIPERTENSION + OBESITY + RENAL_CHRONIC,0_1_0,,,,0.0,,,
,,,0.12836996307113294,367734,CARDIOVASCULAR + INMSUPR + OTHER_DISEASE,0_0_0,,,0.0,,0.0,,0.0
,,,0.12832866052526176,349540,RENAL_CHRONIC + INMSUPR + TOBACCO,0_0_0,,,,0.0,0.0,0.0,
,,,0.12817481359637256,369628,COPD + INMSUPR + OTHER_DISEASE,0_0_0,0.0,,,,0.0,,0.0
,0.0,1.0,0.12811513540455224,48152,HIPERTENSION + OBESITY + CARDIOVASCULAR,0_1_0,,,0.0,,,,
,0.0,1.0,0.12801612801612802,47619,HIPERTENSION + OBESITY + OTHER_DISEASE,0_1_0,,,,,,,0.0
,,,0.12797411209660126,363722,ASTHMA + CARDIOVASCULAR + RENAL_CHRONIC,0_0_0,,0.0,0.0,0.0,,,
,,,0.12765404684030324,365668,COPD + ASTHMA + RENAL_CHRONIC,0_0_0,0.0,0.0,,0.0,,,
,,,0.1273626720052164,371137,COPD + CARDIOVASCULAR + INMSUPR,0_0_0,0.0,,0.0,,0.0,,
,0.0,1.0,0.12729946967185946,48272,HIPERTENSION + OBESITY + COPD,0_1_0,0.0,,,,,,
,,0.0,0.1270787910618463,289411,OBESITY + ASTHMA + TOBACCO,0_0_0,,0.0,,,,0.0,
,,,0.12683737674672269,344717,RENAL_CHRONIC + TOBACCO + OTHER_DISEASE,0_0_0,,,,0.0,,0.0,0.0
,0.0,1.0,0.1266255989048597,5844,HIPERTENSION + OBESITY + TOBACCO,0_1_1,,,,,,1.0,
,,,0.1265465365996693,368323,RENAL_CHRONIC + INMSUPR + OTHER_DISEASE,0_0_0,,,,0.0,0.0,,0.0
,,,0.12627905109321585,348696,COPD + RENAL_CHRONIC + TOBACCO,0_0_0,0.0,,,0.0,,0.0,
,,,0.12627791355634363,346561,CARDIOVASCULAR + RENAL_CHRONIC + TOBACCO,0_0_0,,,0.0,0.0,,0.0,
,,0.0,0.12626881773157456,305895,OBESITY + ASTHMA + INMSUPR,0_0_0,,0.0,,,0.0,,
,,,0.12607395880257177,366285,COPD + CARDIOVASCULAR + OTHER_DISEASE,0_0_0,0.0,,0.0,,,,0.0
,,,0.12570176861917898,369780,CARDIOVASCULAR + RENAL_CHRONIC + INMSUPR,0_0_0,,,0.0,0.0,0.0,,
,,,0.12534073143232327,371627,COPD + RENAL_CHRONIC + INMSUPR,0_0_0,0.0,,,0.0,0.0,,
,,0.0,0.12475037671176169,301955,OBESITY + ASTHMA + OTHER_DISEASE,0_0_0,,0.0,,,,,0.0
,,0.0,0.12448404573971547,303806,OBESITY + ASTHMA + CARDIOVASCULAR,0_0_0,,0.0,0.0,,,,
,,0.0,0.12432840202349825,292958,OBESITY + INMSUPR + TOBACCO,0_0_0,,,,,0.0,0.0,
,,,0.12430510630365896,364804,CARDIOVASCULAR + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,,,0.0,0.0,,,0.0
,,0.0,0.12412089765889354,305283,OBESITY + COPD + ASTHMA,0_0_0,0.0,0.0,,,,,
,,,0.12382564074569424,366370,COPD + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,0.0,,,0.0,,,0.0
,,,0.12343504946518985,368542,COPD + CARDIOVASCULAR + RENAL_CHRONIC,0_0_0,0.0,,0.0,0.0,,,
,,0.0,0.12290842713720718,289256,OBESITY + TOBACCO + OTHER_DISEASE,0_0_0,,,,,,0.0,0.0
,,0.0,0.12273272128399845,291153,OBESITY + CARDIOVASCULAR + TOBACCO,0_0_0,,,0.0,,,0.0,
,,0.0,0.12267541162806586,292740,OBESITY + COPD + TOBACCO,0_0_0,0.0,,,,,0.0,
,,0.0,0.12234668269984839,306032,OBESITY + INMSUPR + OTHER_DISEASE,0_0_0,,,,,0.0,,0.0
,,0.0,0.12189579560933268,307607,OBESITY + CARDIOVASCULAR + INMSUPR,0_0_0,,,0.0,,0.0,,
,,0.0,0.12179734520570533,303225,OBESITY + ASTHMA + RENAL_CHRONIC,0_0_0,,0.0,,0.0,,,
0.0,,,0.12142857142857143,280,DIABETES + ASTHMA + OTHER_DISEASE,0_1_1,,1.0,,,,,1.0
,,0.0,0.12140533717411357,308965,OBESITY + COPD + INMSUPR,0_0_0,0.0,,,,0.0,,
,,0.0,0.12049295264678969,303802,OBESITY + CARDIOVASCULAR + OTHER_DISEASE,0_0_0,,,0.0,,,,0.0
,,0.0,0.11996235497812785,304954,OBESITY + COPD + OTHER_DISEASE,0_0_0,0.0,,,,,,0.0
,,0.0,0.11993252594592306,307081,OBESITY + COPD + CARDIOVASCULAR,0_0_0,0.0,,0.0,,,,
,,0.0,0.11992385568380143,290501,OBESITY + RENAL_CHRONIC + TOBACCO,0_0_0,,,,0.0,,0.0,
,,0.0,0.11943615591616528,307319,OBESITY + RENAL_CHRONIC + INMSUPR,0_0_0,,,,0.0,0.0,,
,,0.0,0.1178942091741667,303221,OBESITY + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,,,,0.0,,,0.0
,,0.0,0.11776306522045359,305257,OBESITY + CARDIOVASCULAR + RENAL_CHRONIC,0_0_0,,,0.0,0.0,,,
,,0.0,0.11709741745348447,306403,OBESITY + COPD + RENAL_CHRONIC,0_0_0,0.0,,,0.0,,,
,0.0,,0.11666666666666667,240,HIPERTENSION + ASTHMA + OTHER_DISEASE,0_1_1,,1.0,,,,,1.0
0.0,0.0,1.0,0.11069560483775531,42251,DIABETES + HIPERTENSION + OBESITY,0_0_1,,,,,,,
0.0,,,0.11022315384951308,22899,DIABETES + ASTHMA + TOBACCO,0_0_1,,0.0,,,,1.0,
,,,0.10989010989010989,91,ASTHMA + CARDIOVASCULAR + INMSUPR,1_1_1,,1.0,1.0,,1.0,,
,,,0.10975609756097561,82,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,1_1_1,,1.0,1.0,,,,1.0
,,,0.10957004160887657,721,ASTHMA + INMSUPR + TOBACCO,1_0_1,,1.0,,,0.0,1.0,
0.0,,1.0,0.10940919037199125,2285,DIABETES + OBESITY + ASTHMA,0_1_1,,1.0,,,,,
,,,0.10899182561307902,734,ASTHMA + TOBACCO + OTHER_DISEASE,1_1_0,,1.0,,,,1.0,0.0
,,,0.10881542699724518,726,ASTHMA + CARDIOVASCULAR + TOBACCO,1_0_1,,1.0,0.0,,,1.0,
0.0,,,0.1078920220082531,23264,DIABETES + INMSUPR + TOBACCO,0_0_1,,,,,0.0,1.0,
0.0,,,0.10612455853217331,23218,DIABETES + RENAL_CHRONIC + TOBACCO,0_0_1,,,,0.0,,1.0,
0.0,,,0.10606193142057382,22864,DIABETES + TOBACCO + OTHER_DISEASE,0_1_0,,,,,,1.0,0.0
,0.0,,0.10578579849460415,22054,HIPERTENSION + ASTHMA + TOBACCO,0_0_1,,0.0,,,,1.0,
0.0,,,0.10471340906123515,22977,DIABETES + CARDIOVASCULAR + TOBACCO,0_0_1,,,0.0,,,1.0,
,0.0,,0.10281041955229883,22381,HIPERTENSION + INMSUPR + TOBACCO,0_0_1,,,,,0.0,1.0,
,0.0,,0.10279409786069875,22297,HIPERTENSION + CARDIOVASCULAR + TOBACCO,0_0_1,,,0.0,,,1.0,
,0.0,,0.10269908543386125,22415,HIPERTENSION + RENAL_CHRONIC + TOBACCO,0_0_1,,,,0.0,,1.0,
0.0,,0.0,0.10200174064403829,17235,DIABETES + OBESITY + TOBACCO,0_0_1,,,,,,1.0,
,0.0,,0.10200009070706155,22049,HIPERTENSION + TOBACCO + OTHER_DISEASE,0_1_0,,,,,,1.0,0.0
0.0,,,0.1017811790884773,295703,DIABETES + ASTHMA + TOBACCO,0_0_0,,0.0,,,,0.0,
0.0,,,0.10111184692063713,315601,DIABETES + ASTHMA + INMSUPR,0_0_0,,0.0,,,0.0,,
,,,0.10110773240660295,9208,ASTHMA + TOBACCO + OTHER_DISEASE,1_0_0,,1.0,,,,0.0,0.0
,,,0.10094198244487262,9342,ASTHMA + INMSUPR + TOBACCO,1_0_0,,1.0,,,0.0,0.0,
0.0,,,0.1007656967840735,22855,DIABETES + COPD + TOBACCO,0_0_1,0.0,,,,,1.0,
,,,0.10027472527472528,728,ASTHMA + RENAL_CHRONIC + TOBACCO,1_0_1,,1.0,,0.0,,1.0,
,,,0.09985632183908046,9744,ASTHMA + INMSUPR + OTHER_DISEASE,1_0_0,,1.0,,,0.0,,0.0
0.0,,,0.09983510967201452,300806,DIABETES + INMSUPR + TOBACCO,0_0_0,,,,,0.0,0.0,
0.0,,,0.09981089330701916,315166,DIABETES + ASTHMA + RENAL_CHRONIC,0_0_0,,0.0,,0.0,,,
0.0,,,0.09958448886989328,311183,DIABETES + ASTHMA + OTHER_DISEASE,0_0_0,,0.0,,,,,0.0
0.0,,,0.09958412339266082,313795,DIABETES + ASTHMA + CARDIOVASCULAR,0_0_0,,0.0,0.0,,,,
0.0,,,0.09937913815365776,315207,DIABETES + COPD + ASTHMA,0_0_0,0.0,0.0,,,,,
0.0,,,0.09859417434368177,300464,DIABETES + RENAL_CHRONIC + TOBACCO,0_0_0,,,,0.0,,0.0,
,0.0,1.0,0.09855521155830753,1938,HIPERTENSION + OBESITY + ASTHMA,0_1_1,,1.0,,,,,
,,,0.09849535801942162,9371,ASTHMA + RENAL_CHRONIC + TOBACCO,1_0_0,,1.0,,0.0,,0.0,
0.0,,,0.0984910955351324,300748,DIABETES + COPD + TOBACCO,0_0_0,0.0,,,,,0.0,
0.0,,,0.09846244331492009,299241,DIABETES + CARDIOVASCULAR + TOBACCO,0_0_0,,,0.0,,,0.0,
0.0,,,0.09838905949254868,296659,DIABETES + TOBACCO + OTHER_DISEASE,0_0_0,,,,,,0.0,0.0
0.0,,,0.09810264657117569,320868,DIABETES + RENAL_CHRONIC + INMSUPR,0_0_0,,,,0.0,0.0,,
,,0.0,0.09803921568627451,459,OBESITY + ASTHMA + TOBACCO,0_1_1,,1.0,,,,1.0,
0.0,,,0.09800636675405967,316959,DIABETES + INMSUPR + OTHER_DISEASE,0_0_0,,,,,0.0,,0.0
,0.0,,0.09798505773149196,22085,HIPERTENSION + COPD + TOBACCO,0_0_1,0.0,,,,,1.0,
0.0,,,0.09772766423929215,319275,DIABETES + CARDIOVASCULAR + INMSUPR,0_0_0,,,0.0,,0.0,,
,0.0,0.0,0.09761904761904762,16800,HIPERTENSION + OBESITY + TOBACCO,0_0_1,,,,,,1.0,
0.0,,,0.09744472725457903,320592,DIABETES + COPD + INMSUPR,0_0_0,0.0,,,,0.0,,
,0.0,,0.09737330856991244,282675,HIPERTENSION + ASTHMA + TOBACCO,0_0_0,,0.0,,,,0.0,
,,,0.09724631396357329,9224,ASTHMA + CARDIOVASCULAR + TOBACCO,1_0_0,,1.0,0.0,,,0.0,
,,,0.09702868852459016,9760,ASTHMA + RENAL_CHRONIC + OTHER_DISEASE,1_0_0,,1.0,,0.0,,,0.0
,,,0.09663250366032211,683,COPD + ASTHMA + TOBACCO,0_1_1,0.0,1.0,,,,1.0,
0.0,,,0.09660344903908784,316262,DIABETES + RENAL_CHRONIC + OTHER_DISEASE,0_0_0,,,,0.0,,,0.0
0.0,,,0.09658408749651262,319007,DIABETES + CARDIOVASCULAR + RENAL_CHRONIC,0_0_0,,,0.0,0.0,,,
,,,0.09657541165774321,9899,ASTHMA + RENAL_CHRONIC + INMSUPR,1_0_0,,1.0,,0.0,0.0,,
,0.0,,0.09654018227009113,301750,HIPERTENSION + ASTHMA + INMSUPR,0_0_0,,0.0,,,0.0,,
,0.0,,0.09644215559807534,301559,HIPERTENSION + ASTHMA + CARDIOVASCULAR,0_0_0,,0.0,0.0,,,,
0.0,,,0.09639709430799319,314968,DIABETES + CARDIOVASCULAR + OTHER_DISEASE,0_0_0,,,0.0,,,,0.0
0.0,,,0.09622741083780147,320231,DIABETES + COPD + RENAL_CHRONIC,0_0_0,0.0,,,0.0,,,
0.0,,,0.0962034047089068,318970,DIABETES + COPD + CARDIOVASCULAR,0_0_0,0.0,,0.0,,,,
0.0,,,0.09602523300031003,316094,DIABETES + COPD + OTHER_DISEASE,0_0_0,0.0,,,,,,0.0
,0.0,,0.0959875052116768,302206,HIPERTENSION + ASTHMA + RENAL_CHRONIC,0_0_0,,0.0,,0.0,,,
,,,0.09583203409209022,9621,ASTHMA + CARDIOVASCULAR + OTHER_DISEASE,1_0_0,,1.0,0.0,,,,0.0
,,,0.09578504768741668,9751,ASTHMA + CARDIOVASCULAR + INMSUPR,1_0_0,,1.0,0.0,,0.0,,
,0.0,,0.09569939722461684,298121,HIPERTENSION + ASTHMA + OTHER_DISEASE,0_0_0,,0.0,,,,,0.0
,0.0,,0.09552617375439154,302001,HIPERTENSION + COPD + ASTHMA,0_0_0,0.0,0.0,,,,,
,,,0.09536222439448246,9207,COPD + ASTHMA + TOBACCO,0_1_0,0.0,1.0,,,,0.0,
,0.0,,0.09522499590853219,287183,HIPERTENSION + INMSUPR + TOBACCO,0_0_0,,,,,0.0,0.0,
,0.0,,0.09514868833100527,287077,HIPERTENSION + CARDIOVASCULAR + TOBACCO,0_0_0,,,0.0,,,0.0,
0.0,,0.0,0.09494289884293045,265844,DIABETES + OBESITY + ASTHMA,0_0_0,,0.0,,,,,
,0.0,,0.09465388252308377,287648,HIPERTENSION + RENAL_CHRONIC + TOBACCO,0_0_0,,,,0.0,,0.0,
,0.0,,0.09449166536302167,287655,HIPERTENSION + COPD + TOBACCO,0_0_0,0.0,,,,,0.0,
,0.0,,0.0944339705752797,283775,HIPERTENSION + TOBACCO + OTHER_DISEASE,0_0_0,,,,,,0.0,0.0
,0.0,,0.09433691335180454,306423,HIPERTENSION + CARDIOVASCULAR + INMSUPR,0_0_0,,,0.0,,0.0,,
,0.0,,0.09397096165114917,307180,HIPERTENSION + RENAL_CHRONIC + INMSUPR,0_0_0,,,,0.0,0.0,,
,0.0,,0.09383164904187598,306954,HIPERTENSION + CARDIOVASCULAR + RENAL_CHRONIC,0_0_0,,,0.0,0.0,,,
,0.0,,0.09380739919999737,303249,HIPERTENSION + INMSUPR + OTHER_DISEASE,0_0_0,,,,,0.0,,0.0
0.0,,0.0,0.09370685326973767,254944,DIABETES + OBESITY + TOBACCO,0_0_0,,,,,,0.0,
,,,0.09370424597364568,9562,COPD + ASTHMA + OTHER_DISEASE,0_1_0,0.0,1.0,,,,,0.0
